,Abastecimento de Água - Nível de Atendimento - Censo Demográfico (Em %),Coleta de Lixo - Nível de Atendimento - Censo Demográfico (Em %),Esgoto Sanitário - Nível de Atendimento - Censo Demográfico (Em %),Consumo de Energia Elétrica - Total (Em MWh),Consumo de Energia Elétrica - Industrial (Em MWh),Consumo de Energia Elétrica -  Comércio e Serviços (Em MWh),Consumo de Energia Elétrica - Rural (Em MWh),Consumo de Energia Elétrica - Residencial (Em MWh),Consumo de Energia Elétrica - Iluminação e Serviços Públicos e Outros (Em MWh),Taxa Geométrica de Crescimento Anual da População - 2010/2020 (Em % a.a.),Empregos Formais de Homens ,Empregos Formais de Mulheres ,Empregos Formais das Pessoas de até 24 Anos ,Empregos Formais das Pessoas de 25 a 39 Anos ,Empregos Formais das Pessoas de 40 a 59 Anos ,Empregos Formais das Pessoas de 60 Anos e Mais ,Empregos Formais das Pessoas com Ensino Fundamental Incompleto ,Empregos Formais das Pessoas com Ensino Fundamental Completo ,Empregos Formais das Pessoas com Ensino Médio Completo ,Empregos Formais das Pessoas com Ensino Superior Completo ,Empregos Formais da Agricultura. Pecuária. Produção Florestal. Pesca e Aquicultura ,Empregos Formais da Indústria ,Empregos Formais da Construção ,Empregos Formais do Comércio Atacadista e Varejista e do Comércio e Reparação de Veículos Automotores e Motocicletas ,Empregos Formais dos Serviços ,Participação dos Empregos Formais da Agricultura. Pecuária. Produção Florestal. Pesca e Aquicultura no Total de Empregos Formais (Em %),Participação dos Empregos Formais da Indústria no Total de Empregos Formais (Em %),Participação dos Empregos Formais da Construção no Total de Empregos Formais (Em %),Participação dos Empregos Formais do Comércio Atacadista e Varejista e do Comércio e Reparação de Veículos Automotores e Motocicletas no Total de Empregos Formais (Em %),Participação dos Empregos Formais dos Serviços no Total de Empregos Formais (Em %),Frota de Veículos - Total ,Número de Habitantes por Total de Veículos ,Frota de Automóveis ,Número de Habitantes por Automóvel ,Frota de Ônibus ,Frota de Caminhões ,Frota de Reboques ,Frota de Motocicletas e Assemelhados ,Frota de Microônibus e Camionetas ,Frota de Veículos de Outro Tipo ,Índice de Desenvolvimento Humano Municipal - IDHM ,Índice de Desenvolvimento Humano Municipal - IDHM - Ranking dos Municípios ,Índice de Desenvolvimento Humano Municipal - IDHM Longevidade ,Índice de Desenvolvimento Humano Municipal - IDHM Educação ,Índice de Desenvolvimento Humano Municipal - IDHM Renda ,Índice Paulista de Responsabilidade Social - IPRS - Dimensão Riqueza ,Índice Paulista de Responsabilidade Social - IPRS - Dimensão Longevidade ,Índice Paulista de Responsabilidade Social - IPRS - Dimensão Escolaridade ,Leitos de Internação ,Leitos de Internação (Coeficiente por mil habitantes),Leitos SUS ,Leitos SUS (Coeficiente por mil habitantes),Taxa de Natalidade (Por mil habitantes),Taxa de Fecundidade Geral (Por mil mulheres entre 15 e 49 anos),Índice de Envelhecimento (Em %),Óbitos Gerais (por local de residência) ,Taxa de Mortalidade Geral (por local de residência) (Por mil habitantes),Óbitos da População de 15 a 34 Anos ,Taxa de Mortalidade da População de 15 a 34 Anos (Por cem mil habitantes nessa faixa etária),Óbitos da População de 60 Anos e Mais ,Taxa de Mortalidade da População de 60 Anos e Mais (Por cem mil habitantes nessa faixa etária),PIB (Em mil reais correntes),PIB per Capita (Em reais correntes),Participação no PIB do Estado (Em %),População ,População Masculina ,População Feminina ,Razão de Sexos ,População Urbana ,População Rural ,Grau de Urbanização (Em %),População de 0 a 3 Anos ,População de 4 a 6 Anos ,População de 6 Anos ,População de 7 a 10 Anos ,População de 11 a 14 Anos ,População de 15 a 17 Anos ,População de 18 a 19 Anos ,Auxiliares de Enfermagem Registrados no COREN/SP ,Auxiliares de Enfermagem Registrados no COREN/SP (Coeficiente por mil habitantes),Dentistas Registrados no CRO/SP ,Dentistas Registrados no CRO/SP (Coeficiente por dois mil habitantes),Enfermeiros Registrados no COREN/SP ,Enfermeiros Registrados no COREN/SP (Coeficiente por mil habitantes),Fonoaudiólogos registrados no CRFa/SP ,Fonoaudiólogos registrados no CRFa/SP (Coeficiente por mil habitantes),Médicos Registrados no CRM/SP ,Médicos Registrados no CRM/SP (Coeficiente por mil habitantes),Técnicos de Enfermagem Registrados no COREN/SP ,Técnicos de Enfermagem Registrados no COREN/SP (Coeficiente por mil habitantes),Técnicos de Prótese Dentária Registrados no CRO/SP ,Técnicos de Prótese Dentária Registrados no CRO/SP (Coeficiente por dois mil habitantes),Renda per Capita - Censo Demográfico (Em reais correntes),Domicílios Particulares com Renda per Capita até 1/2 Salário Mínimo - Censo Demográfico (Em %),Domicílios Particulares com Renda per Capita até 1/4 do Salário Mínimo - Censo Demográfico (Em %),Area,densidade
539,98.51,98.77,96.82,69627,12034,12108,5012,30199,10275,0.32,4721,3065,1082,3310,3073,321,1226,1432,4030,1098,828,2336,120,1821,2681,10.63,30.0,1.54,23.39,34.43,26796,1.47,16662,2.36,231,1210,1618,4123,2938,14,0.7440000000000001,274,0.805,0.695,0.735,37,68,51,35,0.89,31,0.79,12.05,44.39,81.39,320,8.14,13,106.34,235,3896.53,1104714.53,28180.06,0.052113,39574,19314,20260,95.33,39042,532,98.66,1917,1512,503,1962,1907,1515,1111,45,1.14,63,3.19,102,2.59,10,0.25,46,1.17,190,4.82,5,0.25,641.13,17.36,4.93,650.734,60.81440342751415
540,96.91,99.54,86.14,40426,1839,5493,12025,16663,4406,0.18,2591,1855,803,1889,1570,184,740,768,2296,642,1135,468,50,1285,1508,25.53,10.53,1.12,28.9,33.92,16821,1.89,9519,3.35,91,846,303,3694,2362,6,0.71,534,0.799,0.633,0.708,28,63,61,50,1.57,50,1.57,12.9,49.27,66.35,194,6.09,17,165.74,129,2874.33,676362.89,21263.26,0.031906,32000,16172,15828,102.17,24583,7417,76.82,1770,1353,449,1760,1738,1381,1006,42,1.32,30,1.88,37,1.16,1,0.03,12,0.38,102,3.19,1,0.06,447.67,36.97,13.14,930.339,34.396064230350454
541,99.32,99.81,92.26,27173125,2652647,10479010,2230,11125154,2914084,0.54,2583222,2320227,644122,2187262,1849011,223050,303168,582769,2415123,1602389,2433,365788,226721,863463,3445044,0.05,7.46,4.62,17.61,70.26,8295645,1.42,5729252,2.05,45544,159982,90820,1131381,1134279,4387,0.805,14,0.855,0.725,0.843,49,73,51,28494,2.41,14530,1.23,14.06,50.6,76.87,76831,6.54,3751,103.5,55633,3208.74,699288352.21,59788.23,32.987571,11869660,5651451,6218209,90.89,11762962,106698,99.1,601280,501178,165773,614051,538018,432477,317868,72516,6.14,32006,5.42,47688,4.04,4423,0.37,64840,5.49,54326,4.6,2017,0.34,1126.97,18.73,8.55,1521.11,7803.2883880850195
542,99.02,99.39,95.48,70807,2916,13965,5498,37565,10864,0.79,3289,3052,1079,2703,2244,315,621,1181,3655,884,543,864,86,1943,2905,8.56,13.63,1.36,30.64,45.81,24979,1.35,14797,2.28,111,919,879,4985,3271,17,0.755,195,0.863,0.674,0.741,37,75,61,62,1.83,40,1.18,12.28,46.15,101.85,296,8.78,8,75.94,233,3873.65,741439.39,22141.77,0.034976,34208,16589,17619,94.15,29769,4439,87.02,1571,1168,387,1530,1563,1279,960,72,2.12,52,3.06,37,1.09,4,0.12,34,1.0,128,3.77,0,0.0,689.97,17.13,6.19,611.278,55.96144471091713
543,99.76,99.58,97.96,17148,7846,1007,2725,3971,1598,0.24,835,378,178,438,522,75,310,273,444,186,498,198,0,141,376,41.06,16.32,0.0,11.62,31.0,3718,1.97,2005,3.66,49,207,90,783,580,4,0.703,565,0.826,0.636,0.6609999999999999,30,71,69,0,0.0,0,0.0,15.69,61.93,81.38,50,6.82,1,43.52,40,3316.75,202700.54,27736.8,0.009562,7369,3736,3633,102.84,5739,1630,77.88,391,294,97,381,385,312,227,23,3.13,5,1.36,9,1.22,1,0.14,2,0.27,30,4.08,0,0.0,467.68,27.44,6.67,731.221,10.077664618494273
544,78.25,97.94,60.41,207813,54279,44328,4711,78216,26279,1.06,10074,10774,3729,9160,7165,794,1888,3175,12763,3022,561,4232,941,6017,9097,2.69,20.3,4.51,28.86,43.63,48731,1.76,31163,2.75,224,1411,755,8355,6777,46,0.768,121,0.863,0.687,0.765,42,66,57,97,1.12,46,0.53,12.39,45.34,86.2,537,6.26,21,77.37,382,2866.15,2724770.75,32033.89,0.12853599999999998,87435,42753,44682,95.68,84550,2885,96.7,4182,3291,1085,4097,3843,3217,2432,162,1.87,166,3.83,175,2.02,27,0.31,204,2.35,387,4.47,13,0.3,778.3,17.42,6.33,306.908,284.88993444289486
545,70.65,99.79,52.46,355552,142685,64050,90,120416,28311,1.68,12344,7535,3072,8625,7307,875,2283,3500,11288,2808,7,439,2769,3451,13213,0.04,2.21,13.93,17.36,66.47,36459,2.32,18851,4.49,171,1068,840,10452,5030,47,0.772,103,0.875,0.703,0.747,54,71,55,101,1.18,93,1.08,15.06,52.69,49.95,435,5.14,30,105.97,268,2946.67,2711186.53,32541.79,0.127895,87135,43160,43975,98.15,86153,982,98.87,4990,3893,1287,4903,4581,3618,2617,307,3.58,127,2.96,193,2.25,12,0.14,128,1.49,311,3.62,11,0.26,697.24,20.05,6.85,402.395,216.54096099603626
546,99.26,99.65,98.63,16249,1543,2162,4331,6795,1418,-0.14,1554,1096,360,1125,1027,138,532,406,1310,402,665,354,92,630,909,25.09,13.36,3.47,23.77,34.3,6038,1.98,3828,3.12,51,286,108,864,894,7,0.701,578,0.82,0.609,0.6890000000000001,34,80,55,30,2.51,26,2.18,9.45,37.01,93.98,102,8.53,4,107.96,80,3972.19,326758.97,27320.98,0.015414,11936,6076,5860,103.69,8489,3447,71.12,526,397,133,552,594,464,335,8,0.67,18,3.01,13,1.09,0,0.0,8,0.67,58,4.86,1,0.17,557.78,23.97,5.81,252.41,47.28814230814943
547,99.48,99.6,98.83,31958,9148,5219,2578,11257,3756,0.35,2176,1275,487,1437,1354,173,490,699,1869,393,482,1053,22,548,1346,13.97,30.51,0.64,15.88,39.0,8685,1.7,5612,2.63,56,483,234,1099,1199,2,0.7659999999999999,131,0.852,0.722,0.732,37,78,54,40,2.7,32,2.16,8.07,30.91,93.16,93,6.31,4,86.19,72,2857.14,465707.27,31704.49,0.021969,14847,7298,7549,96.68,13710,1137,92.34,690,529,176,698,715,606,435,34,2.3,21,2.84,21,1.42,2,0.14,9,0.61,34,2.3,4,0.54,653.91,17.95,5.78,617.252,24.05338500320777
548,99.36,99.71,87.08,494057,38292,100882,0,305418,49465,0.75,17102,17612,5008,14050,13965,1691,2892,5901,18753,7168,5,1166,1801,11270,20472,0.01,3.36,5.19,32.47,58.97,139978,2.52,66801,5.28,997,3206,1932,56024,10932,86,0.768,121,0.857,0.716,0.738,36,65,46,269,0.76,158,0.44,12.86,47.05,70.45,2571,7.29,136,122.89,1802,3594.15,5204306.34,14858.66,0.24550300000000005,357929,172235,185694,92.75,357253,676,99.81,18690,14802,4924,19103,18253,14205,10227,1952,5.49,303,1.71,723,2.03,47,0.13,172,0.48,2031,5.72,42,0.24,661.48,20.45,7.86,148.1,2416.806212018906
549,99.37,99.66,67.81,21598,5664,1418,5170,6926,2421,1.15,1141,778,456,830,581,52,248,289,1177,205,295,857,9,238,520,15.37,44.66,0.47,12.4,27.1,5767,1.71,2949,3.35,21,205,106,1817,667,2,0.7070000000000001,548,0.8140000000000001,0.621,0.6990000000000001,27,64,47,0,0.0,0,0.0,11.02,40.79,70.12,82,8.29,4,118.87,60,4297.99,150274.64,15362.36,0.007089,10110,5072,5038,100.67,8130,1980,80.42,549,393,129,498,513,462,348,31,3.1,5,1.0,8,0.8,1,0.1,3,0.3,26,2.6,1,0.2,525.38,30.19,10.23,352.592,28.673367518264733
550,98.63,99.68,92.39,4321,39,593,818,2091,780,0.06,254,292,104,238,186,18,81,100,286,79,47,161,8,39,291,8.61,29.49,1.47,7.14,53.3,1763,2.06,1155,3.15,35,70,31,243,228,1,0.688,610,0.794,0.603,0.679,26,67,60,0,0.0,0,0.0,10.17,40.75,82.11,48,13.19,5,430.29,35,5691.06,64780.16,17816.32,0.003056,3646,1832,1814,100.99,3149,497,86.37,195,148,49,189,196,168,116,31,8.51,2,1.1,2,0.55,0,0.0,0,0.0,8,2.2,0,0.0,436.85,29.13,7.7,141.608,25.74713293034292
551,99.39,100.0,99.27,8918,721,3574,1300,2394,931,0.85,1815,440,228,1081,842,104,478,495,1041,241,28,1789,24,67,347,1.24,79.33,1.06,2.97,15.39,3078,1.06,1395,2.33,17,409,411,495,350,1,0.773,96,0.835,0.74,0.748,50,72,90,0,0.0,0,0.0,13.85,53.19,129.22,34,10.46,2,206.19,21,3343.95,311500.91,96469.78,0.014694,3293,1647,1646,100.06,2810,483,85.33,123,88,30,133,145,95,68,15,4.59,4,2.45,16,4.89,2,0.61,0,0.0,9,2.75,1,0.61,706.16,9.29,2.27,167.84799999999996,19.61894094657071
552,93.04,99.91,92.43,15019,208,1226,1842,7514,4230,0.91,435,383,72,318,335,93,94,144,422,158,76,56,28,150,508,9.29,6.85,3.42,18.34,62.1,4126,2.93,2736,4.41,127,203,103,438,518,1,0.6859999999999999,614,0.81,0.5720000000000001,0.6970000000000001,26,67,43,0,0.0,0,0.0,8.95,41.86,64.36,78,6.46,5,106.54,59,4402.99,165105.73,13797.9,0.007789,12282,7337,4945,148.37,8748,3534,71.23,560,401,132,530,563,441,384,29,2.38,7,1.15,21,1.72,0,0.0,2,0.16,36,2.96,2,0.33,421.83,25.35,9.79,283.144,43.377221484474326
553,88.68,99.3,76.63,62519,2892,16520,6194,27578,9335,0.4,3325,3068,1017,2597,2428,351,967,1546,3238,642,385,914,83,1876,3135,6.02,14.3,1.3,29.34,49.04,20608,1.32,11862,2.3,51,537,237,5190,2726,5,0.767,127,0.873,0.6759999999999999,0.764,38,82,62,49,1.79,33,1.21,12.62,49.52,122.11,255,9.36,8,102.11,194,3587.94,720860.68,26537.35,0.034005,27440,13276,14164,93.73,23897,3543,87.09,1128,907,302,1172,1143,953,696,15,0.55,63,4.61,47,1.72,15,0.55,61,2.23,119,4.35,4,0.29,799.57,13.48,3.82,203.734,134.68542314979337
554,99.96,99.97,99.58,59864,7271,8544,895,33669,9484,1.36,4288,2275,716,2695,2809,343,1386,1038,3259,880,271,2521,303,1305,2163,4.13,38.41,4.62,19.88,32.96,22608,1.92,13351,3.25,274,883,796,4585,2716,3,0.7290000000000001,400,0.835,0.65,0.713,35,75,50,125,2.85,112,2.55,14.35,50.54,48.64,220,5.07,8,52.99,150,3312.72,941114.55,21978.39,0.044395,44434,22166,22268,99.54,44183,251,99.44,2501,1895,630,2487,2452,1836,1303,71,1.62,27,1.23,31,0.71,2,0.05,8,0.18,180,4.1,2,0.09,571.8,18.65,5.85,126.046,352.5220951081352
555,99.4,99.79,98.94,329128,96956,60776,2543,123300,45554,1.08,27582,12874,5441,19291,14069,1655,6245,8830,19363,6018,726,17504,2967,7819,11440,1.79,43.27,7.33,19.33,28.28,90414,1.33,45048,2.67,722,3585,3746,26767,10432,114,0.7609999999999999,160,0.855,0.672,0.768,45,73,67,162,1.34,66,0.54,13.06,47.05,69.02,673,5.6,22,56.31,473,2986.3,5362995.78,45063.4,0.252989,122355,60606,61749,98.15,121772,583,99.52,6027,4834,1609,6210,5858,4562,3264,381,3.14,217,3.58,177,1.46,38,0.31,162,1.34,593,4.89,7,0.12,779.98,15.66,6.18,403.089,303.54338620007
556,97.78,99.4,87.1,14356,165,1814,3771,6847,1759,-0.3,1322,596,294,696,823,105,469,539,680,230,934,182,19,245,538,48.7,9.49,0.99,12.77,28.05,5465,2.32,2427,5.21,33,282,151,1849,720,3,0.6729999999999999,633,0.8320000000000001,0.562,0.6509999999999999,26,62,46,0,0.0,0,0.0,17.07,68.4,67.13,102,8.06,6,153.45,72,3649.27,412265.26,32548.97,0.019448,12628,6376,6252,101.98,9143,3485,72.4,768,553,184,750,782,597,423,25,1.98,3,0.47,20,1.58,1,0.08,5,0.4,31,2.45,1,0.16,383.28,45.46,21.04,1062.6989999999996,11.88295086379116
557,99.86,99.95,99.77,23218,1908,3920,2638,10855,3897,1.01,1337,926,370,914,849,130,437,429,1029,368,346,459,13,427,1018,15.29,20.28,0.57,18.87,44.98,8493,1.98,5183,3.24,259,465,315,1210,1055,6,0.715,502,0.807,0.638,0.7090000000000001,35,74,48,0,0.0,0,0.0,12.91,47.68,61.56,95,5.65,2,34.38,58,2844.53,233916.31,14049.87,0.011035,17126,8802,8324,105.74,16546,580,96.61,866,628,210,871,921,673,492,16,0.94,13,1.53,29,1.71,3,0.18,9,0.53,157,9.25,2,0.24,538.52,18.77,4.13,140.46,121.92795101808343
558,97.64,99.88,96.23,7378,178,770,1665,3645,1120,0.7,422,338,67,290,343,60,235,73,322,130,159,28,1,197,375,20.92,3.68,0.13,25.92,49.34,2979,2.05,1716,3.57,7,93,37,784,341,1,0.6779999999999999,625,0.812,0.584,0.657,20,70,45,2,0.32,2,0.32,11.76,44.8,79.97,39,6.37,0,0.0,25,2577.32,67360.08,11078.96,0.0031780000000000003,6204,3114,3090,100.78,3339,2865,53.82,325,244,81,308,308,271,202,12,1.95,5,1.62,11,1.79,1,0.16,6,0.97,28,4.54,0,0.0,448.24,36.24,12.3,414.782,14.957254654252115
559,87.66,99.24,82.44,87289,18411,13842,17337,31322,6377,0.57,4007,3878,1588,3331,2589,377,843,1488,4493,1061,299,2065,117,2009,3395,3.79,26.19,1.48,25.48,43.06,30734,1.25,15368,2.5,64,1112,338,9613,4231,8,0.7290000000000001,400,0.828,0.634,0.737,33,69,65,70,1.81,63,1.63,10.31,40.59,119.39,370,9.63,9,80.28,292,3845.65,822932.52,21530.9,0.03882,38783,19178,19605,97.82,27762,11021,71.58,1667,1306,434,1691,1649,1331,959,33,0.86,91,4.72,57,1.48,11,0.29,53,1.37,130,3.37,7,0.36,660.37,15.77,4.72,449.029,86.37081346639081
560,99.51,99.92,97.75,2061244,858180,399393,5213,659626,138832,1.18,109831,84118,31384,91707,64999,5859,9411,23227,122430,38881,334,51711,7802,42342,91760,0.17,26.66,4.02,21.83,47.31,471187,1.37,307137,2.1,1691,9906,6534,91012,54587,320,0.7979999999999999,25,0.843,0.762,0.792,45,71,61,1429,2.19,853,1.31,14.61,52.52,74.24,4430,6.87,219,104.19,3129,3525.79,31852858.43,49970.28,1.502597,658547,322056,336491,95.71,651845,6702,98.98,32444,25778,8520,32203,29740,23873,17780,3272,5.02,1518,4.66,2151,3.3,196,0.3,2688,4.13,3669,5.63,92,0.28,874.7,14.71,5.24,450.382,1462.1965353855173
561,99.14,100.0,98.28,14410,158,2912,3712,5832,1795,0.37,650,534,106,497,522,59,113,211,551,309,209,292,17,141,525,17.65,24.66,1.44,11.91,44.34,4213,1.82,2497,3.07,59,180,284,641,550,2,0.747,252,0.809,0.6940000000000001,0.743,35,74,66,22,2.86,20,2.6,15.27,57.81,79.32,57,7.44,3,128.76,43,3662.69,179282.73,23469.4,0.008457,7713,3861,3852,100.23,6644,1069,86.14,386,314,105,402,370,289,206,20,2.6,7,1.82,14,1.82,1,0.13,3,0.39,19,2.47,0,0.0,623.29,18.05,4.67,594.744,12.968604979621484
562,98.01,99.74,93.75,960168,567105,107335,10787,232314,42626,1.63,36971,19975,8395,26297,20343,1911,3321,8090,35459,10076,528,18938,2013,12921,22546,0.93,33.26,3.53,22.69,39.59,165162,1.67,109053,2.52,700,4785,3818,29912,16861,33,0.762,151,0.845,0.705,0.7440000000000001,42,75,54,177,0.63,172,0.62,14.03,48.8,56.73,1388,5.04,81,87.19,922,2944.84,13744576.16,50680.22,0.648374,283212,140074,143138,97.86,279878,3334,98.82,14799,11443,3803,14877,14424,11039,7968,808,2.89,219,1.57,483,1.73,47,0.17,109,0.39,1685,6.04,26,0.19,668.49,18.17,6.93,153.465,1845.450102629264
563,99.73,99.73,94.39,8223,1793,562,2566,2323,979,1.57,1158,362,177,728,553,62,335,252,640,293,102,974,1,58,385,6.71,64.08,0.07,3.82,25.33,2116,1.82,1173,3.28,21,140,195,299,288,0,0.6990000000000001,584,0.813,0.631,0.665,40,72,71,0,0.0,0,0.0,11.19,44.61,79.92,17,4.42,1,80.65,13,2163.06,260619.89,68765.14,0.012294,3947,2008,1939,103.56,2634,1313,66.73,217,167,55,199,180,155,116,4,1.03,3,1.54,6,1.54,2,0.51,1,0.26,10,2.57,0,0.0,454.4,28.88,10.6,330.587,11.939368456714876
564,94.91,99.21,85.01,1391124,883508,105495,7413,205974,188734,1.05,33320,24433,9129,25837,20595,2192,2651,6886,39041,9175,660,16928,1330,12093,26742,1.14,29.31,2.3,20.94,46.3,137636,2.07,96347,2.96,917,4250,1858,17627,16536,101,0.765,138,0.873,0.723,0.708,38,68,54,139,0.48,61,0.21,16.08,57.13,55.84,1844,6.46,135,142.22,1202,3557.58,10761082.01,38102.04,0.507633,291002,142429,148573,95.86,280758,10244,96.48,16480,12887,4250,16064,14953,12130,9039,2868,9.95,490,3.4,749,2.6,41,0.14,295,1.02,1656,5.75,65,0.45,552.44,28.42,10.83,206.236,1411.0145658371964
565,99.17,99.57,99.11,21233,335,3324,4353,9995,3225,0.46,1174,810,175,729,948,132,357,431,931,265,424,98,28,487,947,21.37,4.94,1.41,24.55,47.73,8034,1.47,4248,2.78,67,502,799,1491,925,2,0.735,345,0.82,0.6659999999999999,0.726,33,69,76,30,2.53,11,0.93,9.07,35.17,108.55,105,8.9,7,198.08,72,3377.11,241952.3,20575.93,0.011414,11892,5953,5939,100.24,11145,747,93.72,502,378,127,525,548,387,273,72,6.08,17,2.87,17,1.43,3,0.25,9,0.76,23,1.94,2,0.34,658.52,11.24,2.32,345.792,34.3906163242643
566,99.77,99.87,97.71,30305,7085,2812,5330,11528,3550,0.81,1985,1621,725,1550,1196,135,1229,560,1479,338,1079,1261,1,479,786,29.92,34.97,0.03,13.28,21.8,9864,1.59,5887,2.66,211,460,372,1470,1459,5,0.7040000000000001,560,0.818,0.609,0.7,30,64,60,35,2.22,22,1.39,12.65,48.47,74.31,119,7.6,10,192.49,84,3816.45,278225.09,17903.8,0.013125,15897,8120,7777,104.41,14361,1536,90.34,790,593,197,774,773,633,454,22,1.39,39,4.94,27,1.71,2,0.13,28,1.77,58,3.68,0,0.0,575.37,16.64,4.08,368.604,43.12758407396555
567,99.63,99.94,90.82,542027,179640,114894,10,225623,21860,1.52,33912,29838,12860,28278,20520,2092,3755,9147,39036,11812,2,11819,5133,12072,34724,0.0,18.54,8.05,18.94,54.47,131316,2.1,82831,3.33,543,3143,1295,27199,16231,74,0.769,115,0.863,0.71,0.742,41,65,55,482,1.72,321,1.15,15.52,53.62,48.11,1561,5.66,113,125.39,961,3256.96,8843886.42,32498.76,0.417193,283871,136294,147577,92.35,283871,0,100.0,17220,14150,4657,16972,14333,11220,8197,1624,5.8,237,1.69,1201,4.29,31,0.11,118,0.42,1788,6.39,36,0.26,664.47,21.28,8.3,20.388,13923.435354129882
568,97.9,98.49,97.7,8699,276,988,1814,4061,1559,0.59,428,378,55,246,442,63,51,231,352,172,140,48,7,97,514,17.37,5.96,0.87,12.03,63.77,3027,1.98,1758,3.41,25,111,87,597,448,1,0.723,446,0.809,0.684,0.682,28,78,59,0,0.0,0,0.0,13.53,51.33,83.44,42,7.02,0,0.0,28,3053.44,152073.6,25541.42,0.007174,6054,3006,3048,98.62,5320,734,87.88,286,208,69,282,300,240,174,55,9.14,1,0.33,13,2.16,1,0.17,2,0.33,38,6.31,0,0.0,522.47,22.8,6.05,607.2669999999998,9.969255698070207
569,99.96,100.0,98.33,16367,2327,2601,1907,7517,2015,2.12,2209,2410,1250,2117,1180,72,878,591,2833,317,249,3105,7,414,844,5.39,67.22,0.15,8.96,18.27,5011,2.56,3233,3.97,39,266,174,601,696,2,0.7090000000000001,542,0.818,0.631,0.69,31,75,74,29,2.22,24,1.84,14.57,52.59,55.86,66,5.14,3,65.6,49,3132.99,225748.79,17919.41,0.010649,13319,6615,6704,98.67,9542,3777,71.64,819,622,205,767,691,509,366,19,1.45,8,1.22,16,1.22,1,0.08,5,0.38,30,2.29,0,0.0,516.23,18.19,4.26,145.332,91.64533619574492
570,99.88,99.64,99.09,9120,78,953,2299,4306,1484,0.24,398,284,76,277,285,44,133,125,287,137,138,19,2,211,312,20.23,2.79,0.29,30.94,45.75,3147,1.91,1819,3.3,29,173,71,537,518,0,0.71,534,0.8140000000000001,0.628,0.701,28,75,54,0,0.0,0,0.0,11.32,43.01,96.04,41,6.82,2,101.63,30,3015.08,92579.31,15440.18,0.004367,6037,3010,3027,99.44,5629,408,93.24,264,194,65,264,283,231,174,5,0.83,5,1.66,15,2.49,0,0.0,2,0.33,22,3.65,0,0.0,544.6,20.29,5.46,107.059,56.38946748988875
571,98.96,99.39,98.84,12222,1894,1775,1145,4639,2769,1.43,434,334,80,304,326,58,146,189,295,138,138,74,1,215,340,17.97,9.64,0.13,27.99,44.27,3374,1.87,1991,3.17,31,210,136,456,549,1,0.76,164,0.835,0.718,0.732,30,76,56,4,0.64,4,0.64,10.63,50.53,134.88,45,7.14,2,86.77,40,3629.76,116072.92,18386.33,0.005476,6278,3594,2684,133.9,5894,384,93.88,201,155,52,211,225,194,167,3,0.48,17,5.41,22,3.5,0,0.0,16,2.54,42,6.68,4,1.27,718.29,11.93,1.91,132.459,47.3957979450245
572,98.97,98.92,97.95,76075,40797,6815,7877,15591,4995,0.18,3442,1986,595,2314,2237,282,1311,1119,2352,646,884,2073,105,980,1386,16.29,38.19,1.93,18.05,25.53,14814,1.53,9162,2.48,81,666,256,2836,1809,4,0.731,381,0.858,0.624,0.7290000000000001,34,68,49,36,1.58,25,1.1,11.93,46.68,87.08,176,7.75,8,114.96,132,3465.48,534538.76,23583.29,0.025216,22803,11283,11520,97.94,20834,1969,91.37,1131,881,293,1159,1138,888,625,64,2.81,20,1.76,42,1.85,4,0.18,28,1.23,105,4.61,3,0.26,616.56,16.78,3.76,561.788,40.590044643175005
573,95.84,98.86,86.83,53513,12593,8107,5178,20968,6667,0.43,3348,1988,694,2250,2049,343,832,946,2710,848,373,2359,20,975,1609,6.99,44.21,0.37,18.27,30.15,17522,1.42,10097,2.47,129,675,666,3966,1987,2,0.748,248,0.8290000000000001,0.687,0.735,37,79,70,72,2.88,30,1.2,6.66,26.54,118.68,176,7.06,6,82.35,140,2949.23,938475.6,37785.38,0.044271,25105,12520,12585,99.48,23378,1727,93.12,1028,829,277,1079,1035,800,588,132,5.28,44,3.52,58,2.32,3,0.12,30,1.2,185,7.4,3,0.24,677.09,14.8,3.6,747.2180000000003,33.597959363933946
574,94.45,98.96,87.26,11654,812,2312,2403,4640,1488,-0.4,698,488,171,491,486,38,153,369,535,129,186,289,70,184,457,15.68,24.37,5.9,15.51,38.53,3545,2.18,2112,3.66,13,239,85,602,493,1,0.6809999999999999,619,0.846,0.578,0.647,27,66,60,0,0.0,0,0.0,15.65,59.99,65.23,66,8.54,2,78.86,44,3928.57,145686.06,18800.63,0.006872,7699,3850,3849,100.03,5785,1914,75.14,433,316,105,424,458,381,285,33,4.28,2,0.52,10,1.3,0,0.0,2,0.26,13,1.68,0,0.0,408.83,37.19,13.3,755.1,10.196000529731162
575,99.37,99.69,98.21,22918,356,2033,10131,8523,1876,-0.1,2264,1002,415,1278,1392,181,1016,406,1359,485,832,1281,44,390,719,25.47,39.22,1.35,11.94,22.01,6649,1.9,4322,2.92,87,456,234,798,751,1,0.7509999999999999,219,0.87,0.6920000000000001,0.703,39,86,61,16,1.27,13,1.03,9.66,36.75,98.36,102,8.08,3,74.79,78,3707.22,326219.08,25818.68,0.015388999999999996,12610,6193,6417,96.51,11298,1312,89.6,552,414,138,549,562,452,339,17,1.35,22,3.49,23,1.82,2,0.16,9,0.71,90,7.13,1,0.16,550.63,20.69,5.19,221.891,56.82970467481782
